id,genre
tt0022382,Crime
tt0022386,
tt0022391,Musical
tt0022395,
tt0022397,Drama
tt0022403,Drama
tt0022404,Drama
tt0022409,Drama
tt0022412,Romance
tt0022418,Drama
tt0022425,Romance
tt0022428,
tt0022430,
tt0022435,Romance
tt0022436,Romance
tt0022437,Drama
tt0022440,
tt0022444,Drama
tt0022453,Romance
tt0022454,Horror
tt0022458,Romance
tt0022463,
tt0022469,Drama
tt0022478,Drama
tt0022481,
tt0022484,Crime
tt0022485,Drama
tt0022489,Romance
tt0022495,Adventure
tt0022500,Drama
tt0022501,
tt0022517,Romance
tt0022523,Drama
tt0022537,Drama
tt0022550,Romance
tt0022551,
tt0022572,Romance
tt0022582,Drama
tt0022599,Musical
tt0022613,
tt0022614,Romance
tt0022615,Drama
tt0022619,
tt0022626,
tt0022628,Drama
tt0022635,
tt0022639,Mystery
tt0022641,
tt0022644,Drama
tt0022651,Romance
tt0022660,Drama
tt0022663,Horror
tt0022675,Musical
tt0022676,Drama
tt0022681,
tt0022682,Sport
tt0022685,
tt0022689,Drama
tt0022694,Fantasy
tt0022696,Comedy
tt0022698,
tt0022699,Musical
tt0022700,Musical
tt0022718,
tt0022725,
tt0022731,
tt0022735,
tt0022737,
tt0022748,Drama
tt0022751,Drama
tt0022753,Adventure
tt0022755,
tt0022775,Drama
tt0022778,Western
tt0022784,
tt0022787,War
tt0022788,Mystery
tt0022789,
tt0022792,Drama
tt0022796,Romance
tt0022802,
tt0022814,
tt0022824,Romance
tt0022827,Crime
tt0022834,Romance
tt0022835,Sci-Fi
tt0022854,
tt0022867,Romance
tt0022869,
tt0022873,
tt0022876,Drama
tt0022877,Drama
tt0022879,Romance
tt0022882,Romance
tt0022890,Sport
tt0022897,Romance
tt0022905,Romance
tt0022913,Horror
tt0022918,Romance
tt0022924,
tt0022938,Musical
tt0022941,Drama
tt0022958,Romance
tt0022961,
tt0022970,War
tt0022971,Romance
tt0022979,Drama
tt0022981,Mystery
tt0022987,Drama
tt0022990,Crime
tt0022991,
tt0023002,Sci-Fi
tt0023007,
tt0023013,Sport
tt0023027,Musical
tt0023028,Romance
tt0023034,Romance
tt0023038,Adventure
tt0023042,Drama
tt0023049,Drama
tt0023055,Drama
tt0023071,
tt0023074,Crime
tt0023088,Musical
tt0023092,
tt0023101,Horror
tt0023104,
tt0023108,Mystery
tt0023109,Sport
tt0023110,Drama
tt0023117,Drama
tt0023119,Adventure
tt0023121,
tt0023125,Romance
tt0023132,
tt0023139,
tt0023145,Crime
tt0023151,History
