id,rating,votes,avg_0-18,num_0-18,avg_18-30,num_18-30,avg_30-45,num_30-45,avg_45up,num_45up
tt0884038,6.5,14,0,0,5,1,6.8,4,6.7,8
tt0884177,7.2,148,0,0,7.5,41,7.1,87,7.1,17
tt0884214,4.3,212,0,0,4.7,40,4.1,106,4.5,58
tt0884224,5.6,2154,7,1,5.8,485,5.5,1177,5.8,449
tt0884227,6,76,0,0,6.9,30,6.5,13,5.3,30
tt0884237,2.4,10,0,0,2,1,3.1,5,5.8,4
tt0884328,6.8,32488,7.3,12,6.8,11107,6.8,16556,7,3354
tt0884335,5.5,133,0,0,6.1,17,5.5,81,4.9,31
tt0884726,5.5,1158,1,1,5.6,389,5.3,528,5.4,176
tt0884732,6.7,11611,6.9,9,6.8,5226,6.5,4556,6.6,814
tt0884803,3.7,21,0,0,0,0,3.6,10,3.8,10
tt0884805,6,110,0,0,6.1,29,5.9,66,5.9,15
tt0884819,6.8,38,0,0,6.9,5,7.3,20,6.2,12
tt0884853,6.9,210,0,0,7.4,102,6.5,92,4.6,9
tt0884855,5.2,13,0,0,6,3,4.9,9,9,1
tt0884868,6.7,40,0,0,6.8,14,6.5,21,8,3
tt0885415,6.3,711,6,1,6.3,283,6.2,330,6.7,65
tt0885470,6.8,243,0,0,6.7,57,6.8,137,6.6,45
tt0885498,6.2,144,0,0,6,27,6.3,78,5.3,36
tt0885505,4.7,72,0,0,4.6,11,4.9,52,5.3,7
tt0885507,5.7,28,0,0,5.1,6,6.1,12,5.2,10
tt0885518,4.5,8,0,0,0,0,4.5,8,0,0
tt0885520,7.2,491,0,0,7.3,174,7.4,271,5.8,36
tt0885529,5.4,12,0,0,7.3,3,5.1,8,5,1
tt0885531,6.6,24,10,1,7.1,5,6.6,17,6,1
tt0886469,4.5,47,0,0,0,0,0,0,4.5,35
tt0886476,6.6,25,0,0,7,2,6.4,14,6.7,8
tt0886517,6.3,18,0,0,10,7,8.7,9,1,2
tt0886519,6,32,0,0,6.9,5,6.3,17,4.6,8
tt0886531,7.3,460,0,0,7.4,121,7.3,252,7.3,73
tt0886535,6,27,0,0,5.8,4,5.9,15,6.6,8
tt0886539,7.2,786,8,1,7.2,271,7.1,401,7.1,69
tt0887143,3,101,0,0,2.4,20,3,59,3.6,21
tt0887161,3.5,27,0,0,4,4,4.6,17,10,3
tt0887169,3.8,25,0,0,4,9,4.1,9,3.8,4
tt0887259,5.9,31,0,0,6.1,6,6,14,5.7,11
tt0887719,4,1589,0,0,4.4,527,3.7,866,4.3,143
tt0887732,6.8,232,0,0,6.3,24,6.8,106,7.2,97
tt0887736,6.2,6,0,0,8.3,3,1,1,7,2
tt0887742,5.1,26,0,0,8.8,4,4.7,17,4.2,4
tt0887745,6.9,468,0,0,6.9,78,6.6,191,7.3,186
tt0887750,5.6,19,0,0,3.7,3,6.1,8,6.2,6
tt0887753,4.7,51,0,0,4.9,27,4.6,19,6.2,4
tt0887764,7.7,19,0,0,1,1,8.6,13,6.8,4
tt0887769,6.8,62,0,0,6.9,17,6.8,30,6.1,12
tt0887770,2.8,51,0,0,1.8,4,2.4,32,4.3,12
tt0887793,5,38,0,0,4.9,8,4.6,18,6.3,8
tt0887883,6.9,39202,5.9,9,6.8,11684,6.9,21671,7,4431
tt0887887,6.1,78,0,0,6.2,17,6.1,39,6.2,19
tt0887901,5.8,56,0,0,5.7,6,6,31,5.9,17
tt0887912,7.5,36805,7.3,20,7.5,11267,7.4,18373,7.6,5115
tt0887966,6.4,86,0,0,7.3,20,5.8,38,6.6,26
tt0887971,5.1,1055,1,1,5.5,233,5,572,5.3,216
tt0887973,5.7,57,0,0,5.4,8,5.5,38,6.8,11
tt0887975,5.2,58,0,0,5.8,15,5.3,37,3.5,5
tt0888019,2.8,234,0,0,2,56,3.1,132,3.2,41
tt0888071,4.5,27,0,0,5,3,4,12,4.8,11
tt0888490,4.5,11,0,0,4,2,4.8,6,5.3,3
tt0888496,7.2,69,0,0,7,17,7.4,44,6.7,7
tt0888503,7.5,26,0,0,8.6,8,7.4,12,5.8,4
tt0888507,4.9,26,0,0,5.1,5,4.6,17,6,4
tt0888693,6,1052,0,0,6.3,277,5.9,570,6.1,180
tt0889064,7.1,57,0,0,7.1,15,7.1,33,7.4,5
tt0889134,5.2,476,0,0,5.4,109,5,277,5.7,79
tt0889136,6.6,132,8.9,7,4.6,20,6.9,67,6.9,35
tt0889139,5.3,175,0,0,5.2,39,5.5,107,5.1,25
tt0889146,6.1,62,0,0,6.8,25,5.1,24,6.7,11
tt0889212,6.1,124,0,0,6.1,31,5.8,69,7.7,21
tt0889222,7.4,66,0,0,8,3,7,30,7.6,32
tt0889573,6.2,31910,7.7,13,6.4,13849,6.1,14237,6.3,2238
tt0889579,3.4,84,0,0,2.1,27,4.4,38,3.1,19
tt0889583,5.5,14422,7.6,6,5.4,5243,5.5,7595,5.2,1175
tt0889588,7.5,1780,0,0,7.6,422,7.4,956,7.7,342
tt0889595,6,834,8,2,6.1,376,6,360,5.8,64
tt0889606,5.8,99,0,0,6.3,19,5.8,49,5.5,29
tt0889615,7,101,0,0,6.8,26,6.8,60,6.9,11
tt0889651,5.4,24,0,0,4.9,8,5.5,13,7,3
tt0889652,7.2,357,0,0,7.1,39,7.3,176,7.2,136
tt0889665,6,140,6,1,6.3,43,6,75,5.6,16
tt0890870,6.1,15125,5.8,9,6.2,6366,5.9,7118,5.9,940
tt0890879,5.9,60,0,0,5.5,8,6,35,6.3,16
tt0890882,6.4,303,0,0,6,77,6.5,194,6.8,28
tt0890883,6.8,525,0,0,6.4,126,6.9,324,6.8,66
tt0890885,6.9,989,0,0,6.9,190,7,636,6.8,128
tt0890886,5.5,94,0,0,5.1,36,5.8,42,5.2,14
tt0890887,4,24,0,0,4.1,8,4.6,9,3.2,7
tt0890888,4.9,178,0,0,4.8,47,4.9,114,5.5,17
tt0891457,6.2,839,0,0,6.3,289,6.2,461,6.2,76
tt0891485,5.5,33,0,0,5.7,16,5.4,13,5.5,4
tt0891488,6.6,32,0,0,5.7,3,6.6,17,6.7,11
tt0891496,6.2,26,0,0,4.3,6,6.5,17,8.7,3
tt0891520,5.5,585,6,2,5.5,251,5.5,260,5.8,54
tt0891527,6.2,5192,8,2,6.3,885,6.2,2966,6.2,1183
tt0891549,6.7,49,0,0,6.7,18,6.7,28,9,2
tt0891562,6.3,59,0,0,6.5,15,6,34,6.5,9
tt0891577,6.6,43,0,0,6.8,9,6.8,24,5.9,9
tt0891592,4.2,1531,0,0,4.7,379,4,954,3.8,148
tt0891603,5.8,18,0,0,6,2,6.2,10,4.8,6
tt0892033,3.3,50,0,0,2,6,3,27,4.7,17
tt0892041,2,14,0,0,6,1,2.1,9,4.8,4
tt0892051,4.8,106,0,0,5.4,23,4.6,60,4.9,21
tt0892056,3.4,13,0,0,0,0,2.5,6,4.4,7
tt0892094,5.2,80,0,0,7.1,22,4.7,49,3.2,7
tt0892096,5.9,46,0,0,6.1,14,5.2,19,6.7,12
tt0892100,6.1,48,0,0,5.6,11,6.9,23,5.1,12
tt0892109,5.6,460,0,0,6.1,82,5.6,273,5.6,83
tt0892113,5.3,17,0,0,7.5,2,10,7,4.1,7
tt0892117,4.6,48,0,0,4,8,4.7,24,5,16
tt0892255,7,3300,5,1,7.2,809,7,1869,6.9,527
tt0892318,6.7,44339,7.4,41,6.9,23626,6.5,15849,6.9,2441
tt0892332,7.6,196,0,0,7.7,42,7.4,103,7.8,45
tt0892392,3.5,127,0,0,4,24,3.6,81,3,20
tt0892408,6.2,18,0,0,7,1,6,12,7,5
tt0892422,6.3,433,0,0,6.5,221,6.2,178,5.5,19
tt0892429,5.9,20,0,0,6,4,6.3,6,5.8,8
tt0892767,5.8,2880,0,0,6.1,640,5.7,1604,5.8,516
tt0892769,8.4,117053,8.2,192,8.5,55969,8.4,44471,8.3,7339
tt0892782,6.5,22237,6.6,34,6.4,9731,6.5,9512,6.7,1784
tt0892791,6.5,32211,6.6,63,6.4,15394,6.5,12980,6.7,2066
tt0892811,7.4,9,0,0,9,2,7.6,6,6,1
tt0892874,6,134,0,0,5.6,47,6.4,62,5.9,21
tt0892899,5.7,1000,4,1,5.6,199,5.6,557,6,228
tt0892904,6.2,77,0,0,6.7,10,6,42,6.2,21
tt0893322,6.7,39,0,0,0,0,9.7,7,2.5,7
tt0893331,6.7,170,0,0,3.4,10,6.5,68,8.1,84
tt0893346,4.9,279,0,0,5.6,85,4.5,166,5.3,22
tt0893356,8,428,8,1,7.8,71,8,233,8.1,115
tt0893367,4.3,50,6,1,4.7,14,4.1,18,4.4,14
tt0893401,6.3,99,0,0,7.7,11,6.1,53,6.3,35
tt0893402,6.5,2877,4.5,2,6.8,943,6.4,1585,6.4,273
tt0893406,4.9,340,0,0,6.2,105,4.2,174,4.9,56
tt0893411,3.8,39,0,0,4.6,5,3.1,16,3.8,17
tt0893412,5.7,7134,7,4,5.9,3706,5.5,2762,5.9,362
tt0893492,6,26,0,0,6,2,6,15,6.4,9
tt0893507,7.4,1013,0,0,7.5,331,7.4,587,6.7,57
tt0893509,2.8,620,0,0,3,266,2.5,286,3.2,54
tt0893532,5.5,1290,4,1,5.8,413,5.4,671,5.5,164
tt0893534,6.3,48,0,0,6.7,19,5.8,20,6.8,8
tt0893546,7,71,0,0,6.9,19,7.1,44,7.3,6
tt0893548,4.4,52,0,0,5.3,11,4.1,26,3,11
tt0893549,5.9,9,0,0,5,1,6.5,6,7,2
tt0895777,6.4,226,0,0,6.7,80,6.1,98,6.5,30
tt0896031,6.1,987,0,0,5.7,275,6.2,496,6.1,172
tt0896515,5.6,28,0,0,5.3,11,6.1,11,0,0
tt0896529,6.9,1949,8,1,6.8,422,6.9,922,7.1,533
tt0896533,5.1,253,0,0,5.4,41,4.6,129,5.7,79
tt0896534,5.3,3561,6,1,5,1088,5.3,1863,5.7,497
tt0896785,5.8,7,0,0,2,1,6.9,6,0,0
tt0896798,6.3,3550,0,0,6.3,700,6.2,2046,6.5,674
tt0896811,5.9,87,0,0,6,22,6.2,48,5.3,13
tt0896815,5.2,72,0,0,6,17,5.1,42,3.6,11
tt0896872,7.5,6108,7.5,2,7.6,1448,7.5,3291,7.5,1073
tt0896923,6.4,615,0,0,6.3,76,6.4,304,6.6,214
tt0896927,6.2,499,0,0,6,90,6.1,330,6.8,73
tt0896934,5.9,11,0,0,8,1,8.5,5,6.2,4
tt0896957,5.5,22,0,0,5.3,5,6.4,9,4.1,7
tt0896968,3,40,0,0,2.7,23,4.3,12,3.4,5
tt0896977,6.2,26,0,0,6.2,10,6.3,13,7.5,2
tt0896986,6.8,93,0,0,6.8,20,6.7,53,6.9,15
tt0897249,6.4,32,0,0,6.2,6,6.2,20,4.3,3
tt0897287,5.2,159,0,0,6.3,27,4.5,94,6,36
tt0897347,5.7,1042,0,0,5.8,266,5.7,589,5.9,159
tt0897361,3.8,6917,3,1,3.9,2105,3.7,4052,3.6,569
tt0897374,6.2,50,0,0,5.8,14,6.4,22,7.1,9
tt0897411,3.5,10,0,0,3.6,7,1,1,0,0
tt0897413,4.9,6,0,0,3,1,4.5,2,5.3,3
tt0897431,6,10,0,0,8,2,5.8,5,6.3,3
tt0898319,6.2,53,0,0,5.7,18,6.4,32,3,2
tt0898323,6.5,54,0,0,6.8,17,6.3,23,5.7,14
tt0898367,7.2,21789,7,1,7.2,6699,7.1,11487,7.1,2743
tt0898905,8.3,5,0,0,0,0,9,3,8,2
tt0898943,3.9,21,0,0,2.8,7,4.2,9,5.3,5
tt0899095,7.1,36,0,0,7.5,2,7,17,7,16
tt0899106,5.6,11413,6,4,5.7,4239,5.5,5708,5.7,1020
tt0899128,5.6,2543,0,0,5.6,754,5.5,1345,6,366
tt0899138,6.4,256,0,0,6.6,55,6.1,103,6.7,88
tt0899145,5.1,88,0,0,5.4,36,4.9,44,4.5,8
tt0899154,5.1,32,0,0,6.5,5,4.8,20,5.2,7
tt0899215,5.5,64,0,0,5.8,19,5.4,34,5.4,10
tt0899216,6.6,56,0,0,6.6,16,6.6,28,6.2,11
tt0899224,6.8,70,0,0,5.8,14,7.1,39,7,14
tt0899242,7.4,68,0,0,7.5,24,7.3,29,7.2,13
tt0900357,5.3,1352,8.5,2,5.4,516,5.1,614,5.3,177
tt0900381,3.8,61,0,0,3.1,11,3.8,35,4.3,15
tt0900387,7.3,7869,7.9,9,7.4,3244,7.2,3131,7.3,855
tt0901473,5.7,19,0,0,9,2,5.8,12,5.1,5
tt0901475,7.2,894,5,1,7.3,191,7.2,594,7.5,93
tt0901476,5.8,45600,6.4,35,6,23357,5.6,17567,5.5,1986
tt0901481,6.2,335,0,0,6.5,80,6,161,6.5,84
tt0901485,6.4,546,0,0,6.8,66,6.1,289,6.8,184
tt0901487,7.4,2411,0,0,7.5,711,7.3,1273,7.2,345
tt0901488,6.6,133,0,0,6.9,21,6.6,72,6.6,38
tt0901494,6.5,303,0,0,6.6,69,6.5,175,6.5,51
tt0901504,4.5,413,0,0,4.7,95,4.4,216,4.6,91
tt0901507,6.6,642,9.5,2,7.1,146,6.3,367,6.5,107
tt0901517,5.8,4,0,0,0,0,10,1,4.3,3
tt0902249,5.9,55,0,0,6.1,11,6,39,6,2
tt0902253,7.4,102,0,0,6.7,19,7,35,8.3,46
tt0902265,4.2,44,0,0,3.6,11,4,25,7.3,8
tt0902274,2.9,59,0,0,2.4,11,3.3,37,2.5,8
tt0902279,5.2,56,0,0,6.7,8,4.6,26,5.8,22
tt0902281,5.4,79,0,0,6.6,10,5.2,41,5.8,25
